Invoice_ID,Order_Date,Client_ID,Client_Tier,Industry,City,Sales_Channel,Product_Category,Units_Sold,Revenue,Cost,Profit
INV000243,2024-11-04,CL0030,Silver,Retail,Bangalore,Online,Services,3,23255.34,5326.09,17929.25
INV000244,2025-02-12,CL0193,Gold,Technology,Pune,Partner,Hardware,15,16029.11,10179.41,5849.7
INV000245,2023-03-27,CL0019,Silver,Healthcare,Chennai,Direct Sales,Software,18,22709.17,4598.08,18111.09
INV000246,2023-06-12,CL0202,Bronze,Healthcare,Delhi,Partner,Software,3,7640.02,3529.14,4110.88
INV000247,2025-12-21,CL0092,Silver,Technology,Bangalore,Online,Services,12,9940.32,7408.3,2532.02
INV000248,2024-08-31,CL0111,Silver,Finance,Pune,Online,Subscription,18,17921.8,11892.06,6029.74
INV000249,2023-04-14,CL0165,Silver,Manufacturing,Chennai,Online,Services,10,18300.96,10830.73,7470.23
INV000250,2024-04-02,CL0057,Bronze,Manufacturing,Hyderabad,Online,Subscription,6,20782.46,13477.9,7304.56
INV000251,2023-03-19,CL0149,Bronze,Manufacturing,Chennai,Online,Software,12,2835.84,632.93,2202.91
INV000252,2023-01-23,CL0157,Platinum,Healthcare,Hyderabad,Online,Software,4,24605.44,9921.96,14683.48
INV000253,2023-01-15,CL0157,Silver,Retail,Mumbai,Direct Sales,Subscription,8,22573.93,9567.7,13006.23
INV000254,2024-10-08,CL0234,Platinum,Healthcare,Chennai,Direct Sales,Software,2,20354.62,12476.42,7878.2
INV000255,2024-09-01,CL0090,Silver,Retail,Hyderabad,Partner,Subscription,20,20709.8,9380.57,11329.23
INV000256,2023-12-28,CL0055,Gold,Retail,Delhi,Online,Hardware,15,16060.95,8162.95,7898.0
INV000257,2025-06-19,CL0007,Bronze,Finance,Bangalore,Direct Sales,Subscription,19,19775.36,307.33,19468.03
INV000258,2023-05-14,CL0006,Silver,Finance,Pune,Direct Sales,Hardware,15,7463.62,2030.06,5433.56
INV000259,2024-02-15,CL0150,Gold,Healthcare,Delhi,Online,Services,14,11310.7,3220.91,8089.79
INV000260,2025-10-30,CL0098,Bronze,Manufacturing,Bangalore,Direct Sales,Hardware,3,8472.26,1383.18,7089.08
INV000261,2024-11-01,CL0055,Bronze,Manufacturing,Bangalore,Online,Hardware,12,11305.36,4092.14,7213.22
INV000262,2023-12-31,CL0138,Silver,Retail,Chennai,Partner,Hardware,9,24847.98,6660.94,18187.04
INV000263,2023-08-22,CL0044,Platinum,Finance,Mumbai,Online,Software,17,24589.41,9603.69,14985.72
INV000264,2024-11-14,CL0077,Platinum,Retail,Pune,Partner,Services,17,2946.0,403.64,2542.36
INV000265,2023-02-17,CL0133,Platinum,Technology,Delhi,Partner,Services,10,8954.21,6300.13,2654.08
INV000266,2023-05-18,CL0241,Silver,Healthcare,Delhi,Partner,Services,3,21306.19,477.78,20828.41
INV000267,2023-03-27,CL0099,Bronze,Retail,Pune,Partner,Subscription,6,1258.98,704.15,554.83
INV000268,2023-01-19,CL0243,Platinum,Manufacturing,Chennai,Online,Subscription,10,16348.8,4723.01,11625.79
INV000269,2024-03-16,CL0232,Gold,Technology,Bangalore,Online,Software,17,6312.55,637.46,5675.09
INV000270,2024-06-29,CL0068,Platinum,Healthcare,Mumbai,Partner,Hardware,7,5434.84,1085.98,4348.86
INV000271,2025-11-11,CL0156,Platinum,Manufacturing,Hyderabad,Partner,Software,16,15552.53,13141.31,2411.22
INV000272,2024-02-09,CL0178,Bronze,Retail,Delhi,Direct Sales,Hardware,13,11698.35,1357.77,10340.58
INV000273,2024-09-07,CL0032,Gold,Healthcare,Bangalore,Online,Services,7,1514.73,868.31,646.42
INV000274,2024-11-26,CL0162,Gold,Technology,Bangalore,Direct Sales,Services,10,9952.88,4874.03,5078.85
INV000275,2023-02-12,CL0212,Platinum,Manufacturing,Delhi,Direct Sales,Hardware,3,24714.61,6798.66,17915.95
INV000276,2025-02-27,CL0191,Platinum,Finance,Mumbai,Direct Sales,Services,14,7328.8,2443.24,4885.56
INV000277,2024-08-20,CL0071,Silver,Technology,Chennai,Online,Software,8,18524.38,8827.95,9696.43
INV000278,2024-03-31,CL0105,Platinum,Manufacturing,Mumbai,Direct Sales,Services,12,19565.76,8880.58,10685.18
INV000279,2023-09-17,CL0061,Silver,Retail,Pune,Direct Sales,Hardware,6,12878.91,5774.82,7104.09
INV000280,2025-11-06,CL0165,Gold,Technology,Mumbai,Partner,Software,1,3241.35,1851.4,1389.95
INV000281,2023-01-13,CL0236,Silver,Manufacturing,Mumbai,Online,Hardware,11,16911.53,8603.05,8308.48
INV000282,2025-05-18,CL0136,Bronze,Retail,Delhi,Direct Sales,Hardware,20,8907.03,7012.65,1894.38
INV000283,2025-02-12,CL0242,Bronze,Retail,Hyderabad,Partner,Software,6,18271.48,14254.44,4017.04
INV000284,2024-07-29,CL0177,Platinum,Finance,Mumbai,Partner,Hardware,18,4471.09,3737.63,733.46
INV000285,2025-04-17,CL0051,Platinum,Healthcare,Hyderabad,Partner,Software,15,15495.1,10387.01,5108.09
INV000286,2025-08-16,CL0054,Gold,Retail,Mumbai,Partner,Hardware,15,21368.66,956.74,20411.92
INV000287,2024-05-06,CL0127,Gold,Healthcare,Bangalore,Online,Hardware,4,14046.64,9899.46,4147.18
INV000288,2023-08-10,CL0155,Platinum,Finance,Bangalore,Direct Sales,Software,3,6263.67,211.07,6052.6
INV000289,2025-11-14,CL0247,Gold,Healthcare,Bangalore,Partner,Services,19,3774.98,2650.75,1124.23
INV000290,2024-07-12,CL0209,Gold,Retail,Pune,Partner,Hardware,15,12509.39,4433.6,8075.79
INV000291,2024-09-07,CL0120,Bronze,Technology,Delhi,Direct Sales,Hardware,15,956.73,205.78,750.95
INV000292,2024-12-01,CL0099,Silver,Retail,Delhi,Partner,Software,7,1018.32,801.56,216.76
INV000293,2024-08-18,CL0079,Gold,Retail,Hyderabad,Online,Software,20,18319.9,3002.92,15316.98
INV000294,2025-11-03,CL0219,Silver,Finance,Pune,Direct Sales,Subscription,9,12810.35,9437.08,3373.27
INV000295,2023-08-05,CL0091,Silver,Finance,Delhi,Direct Sales,Subscription,19,14257.73,2845.6,11412.13
INV000296,2024-08-18,CL0212,Silver,Retail,Delhi,Partner,Services,12,18046.23,5988.72,12057.51
INV000297,2023-06-29,CL0132,Silver,Finance,Chennai,Direct Sales,Hardware,1,1611.0,722.66,888.34
INV000298,2024-07-15,CL0212,Platinum,Retail,Hyderabad,Partner,Services,14,1272.67,895.75,376.92
INV000299,2025-06-18,CL0107,Silver,Manufacturing,Chennai,Online,Software,2,13414.56,4569.2,8845.36
INV000300,2025-06-17,CL0181,Gold,Retail,Chennai,Online,Hardware,8,11551.43,3315.7,8235.73
INV000301,2023-03-06,CL0214,Gold,Manufacturing,Hyderabad,Direct Sales,Hardware,10,14454.55,6626.7,7827.85
INV000302,2025-04-21,CL0214,Silver,Finance,Delhi,Direct Sales,Hardware,17,18834.13,5307.35,13526.78
INV000303,2025-10-11,CL0169,Platinum,Manufacturing,Hyderabad,Online,Services,7,19991.52,1624.73,18366.79
INV000304,2024-09-01,CL0181,Platinum,Retail,Bangalore,Direct Sales,Software,2,18275.48,3612.79,14662.69
INV000305,2023-09-07,CL0098,Platinum,Manufacturing,Hyderabad,Partner,Services,16,5405.6,1252.5,4153.1
INV000306,2023-02-13,CL0013,Platinum,Manufacturing,Chennai,Partner,Hardware,17,10206.0,7345.32,2860.68
INV000307,2024-11-08,CL0084,Silver,Retail,Bangalore,Direct Sales,Subscription,7,14476.9,10250.2,4226.7
INV000308,2024-03-14,CL0217,Silver,Retail,Hyderabad,Partner,Hardware,4,23198.0,8619.08,14578.92
INV000309,2023-08-26,CL0066,Bronze,Technology,Delhi,Online,Subscription,17,3848.27,1399.59,2448.68
INV000310,2023-09-01,CL0005,Gold,Manufacturing,Pune,Online,Hardware,4,3332.35,2301.03,1031.32
INV000311,2024-09-20,CL0164,Bronze,Retail,Pune,Online,Services,7,2336.37,1191.83,1144.54
INV000312,2024-06-19,CL0165,Bronze,Technology,Hyderabad,Direct Sales,Software,12,8661.66,803.35,7858.31
INV000313,2023-03-23,CL0104,Gold,Technology,Pune,Direct Sales,Software,5,20709.39,7163.98,13545.41
INV000314,2024-07-10,CL0128,Bronze,Retail,Mumbai,Partner,Hardware,6,13553.0,3563.0,9990.0
INV000315,2025-07-07,CL0140,Gold,Finance,Chennai,Online,Hardware,4,16797.53,10329.67,6467.86
INV000316,2024-06-24,CL0148,Platinum,Technology,Pune,Online,Subscription,6,11088.5,4269.83,6818.67
INV000317,2025-04-24,CL0222,Silver,Finance,Bangalore,Online,Subscription,2,5090.8,3427.31,1663.49
INV000318,2024-06-20,CL0172,Bronze,Healthcare,Mumbai,Partner,Software,19,19807.7,7559.66,12248.04
INV000319,2024-04-23,CL0201,Silver,Healthcare,Chennai,Partner,Services,5,8932.4,1349.17,7583.23
INV000320,2024-10-03,CL0073,Silver,Finance,Mumbai,Partner,Services,13,24207.17,14926.97,9280.2
INV000321,2024-11-05,CL0113,Gold,Retail,Pune,Online,Hardware,3,18176.01,3336.84,14839.17
INV000322,2025-03-04,CL0133,Gold,Technology,Hyderabad,Direct Sales,Software,12,1797.76,976.33,821.43
INV000323,2023-07-31,CL0066,Gold,Finance,Pune,Direct Sales,Subscription,8,5787.44,4128.06,1659.38
INV000324,2024-06-11,CL0181,Gold,Technology,Pune,Direct Sales,Subscription,8,19435.7,7888.99,11546.71
INV000325,2024-10-02,CL0213,Gold,Technology,Chennai,Direct Sales,Subscription,8,14821.3,3914.26,10907.04
INV000326,2025-05-26,CL0145,Platinum,Healthcare,Mumbai,Direct Sales,Services,6,1342.31,1085.04,257.27
INV000327,2025-09-12,CL0221,Platinum,Retail,Pune,Direct Sales,Services,2,1340.28,396.88,943.4
INV000328,2025-12-05,CL0095,Bronze,Technology,Mumbai,Online,Hardware,16,9981.79,5627.66,4354.13
INV000329,2023-12-10,CL0003,Platinum,Retail,Chennai,Online,Services,15,18396.45,7955.18,10441.27
INV000330,2025-12-02,CL0115,Platinum,Technology,Mumbai,Partner,Hardware,15,17117.73,7832.14,9285.59
INV000331,2025-07-21,CL0177,Bronze,Manufacturing,Delhi,Direct Sales,Subscription,20,3376.62,2188.37,1188.25
INV000332,2025-04-09,CL0239,Platinum,Technology,Chennai,Online,Software,9,5083.34,261.16,4822.18
INV000333,2025-01-17,CL0233,Platinum,Healthcare,Pune,Partner,Software,16,6211.74,4200.23,2011.51
INV000334,2024-09-08,CL0031,Silver,Healthcare,Pune,Partner,Services,9,21643.8,13392.37,8251.43
INV000335,2023-12-14,CL0211,Silver,Retail,Bangalore,Partner,Services,14,20098.04,2839.64,17258.4
INV000336,2024-09-13,CL0230,Bronze,Finance,Bangalore,Direct Sales,Subscription,17,20328.16,962.18,19365.98
INV000337,2023-07-04,CL0170,Silver,Finance,Delhi,Partner,Hardware,8,1577.7,1093.28,484.42
INV000338,2025-09-13,CL0132,Gold,Technology,Hyderabad,Direct Sales,Hardware,14,7237.12,5161.09,2076.03
INV000339,2025-02-18,CL0063,Silver,Retail,Delhi,Direct Sales,Services,2,20467.91,4930.71,15537.2
INV000340,2025-10-26,CL0130,Silver,Manufacturing,Delhi,Direct Sales,Services,10,24005.4,12225.44,11779.96
INV000341,2024-08-06,CL0026,Silver,Manufacturing,Mumbai,Direct Sales,Subscription,5,5917.49,3249.04,2668.45
INV000342,2025-07-01,CL0187,Silver,Finance,Hyderabad,Partner,Subscription,6,16717.35,8099.99,8617.36
INV000343,2023-05-02,CL0151,Platinum,Technology,Hyderabad,Online,Software,15,14978.55,11342.25,3636.3
INV000344,2025-09-18,CL0166,Silver,Technology,Chennai,Online,Subscription,16,15468.86,6346.32,9122.54
INV000345,2023-11-12,CL0149,Silver,Technology,Hyderabad,Direct Sales,Hardware,1,3891.67,2475.9,1415.77
INV000346,2023-11-04,CL0144,Gold,Technology,Pune,Online,Subscription,1,15881.9,7043.04,8838.86
INV000347,2023-02-23,CL0106,Gold,Retail,Hyderabad,Partner,Hardware,10,23312.61,13164.1,10148.51
INV000348,2023-12-19,CL0179,Platinum,Healthcare,Mumbai,Online,Services,14,5407.61,2970.14,2437.47
INV000349,2024-06-09,CL0021,Silver,Retail,Hyderabad,Direct Sales,Software,1,9253.01,4255.48,4997.53
INV000350,2023-07-30,CL0063,Silver,Healthcare,Chennai,Online,Subscription,4,23109.51,6189.77,16919.74
INV000351,2023-07-21,CL0019,Silver,Manufacturing,Delhi,Direct Sales,Services,3,2367.43,1174.61,1192.82
INV000352,2025-01-11,CL0232,Silver,Technology,Mumbai,Direct Sales,Software,1,5664.01,1730.28,3933.73
INV000353,2024-02-18,CL0094,Gold,Finance,Pune,Direct Sales,Hardware,16,15991.81,1997.27,13994.54
INV000354,2024-07-27,CL0236,Platinum,Technology,Bangalore,Online,Services,16,5221.05,3454.76,1766.29
INV000355,2023-05-04,CL0066,Platinum,Finance,Chennai,Partner,Software,18,15978.74,2837.66,13141.08
INV000356,2024-06-05,CL0021,Platinum,Manufacturing,Hyderabad,Direct Sales,Hardware,13,9464.64,355.95,9108.69
INV000357,2023-06-19,CL0172,Gold,Retail,Chennai,Partner,Hardware,8,4512.01,2863.23,1648.78
INV000358,2025-03-12,CL0195,Silver,Retail,Chennai,Direct Sales,Services,1,18823.56,6707.46,12116.1
INV000359,2023-09-02,CL0099,Gold,Technology,Pune,Direct Sales,Subscription,6,6272.66,978.65,5294.01
INV000360,2025-12-31,CL0046,Silver,Finance,Chennai,Direct Sales,Services,1,12687.01,4642.82,8044.19
INV000361,2025-03-12,CL0063,Platinum,Healthcare,Hyderabad,Direct Sales,Hardware,6,14035.06,4789.78,9245.28
INV000362,2023-02-01,CL0241,Silver,Manufacturing,Chennai,Online,Hardware,1,1864.08,419.44,1444.64
INV000363,2023-11-27,CL0039,Silver,Finance,Delhi,Direct Sales,Hardware,12,21052.8,10277.17,10775.63
INV000364,2025-12-21,CL0116,Bronze,Finance,Pune,Partner,Services,12,17457.43,12927.32,4530.11
INV000365,2024-03-22,CL0046,Bronze,Healthcare,Pune,Partner,Services,9,24669.25,4401.89,20267.36
INV000366,2024-09-02,CL0086,Platinum,Manufacturing,Bangalore,Partner,Subscription,8,10061.63,1617.95,8443.68
INV000367,2023-03-07,CL0072,Silver,Manufacturing,Delhi,Online,Hardware,4,11022.68,1557.85,9464.83
INV000368,2024-07-21,CL0158,Silver,Manufacturing,Delhi,Direct Sales,Subscription,5,21372.09,1904.03,19468.06
INV000369,2023-08-13,CL0076,Silver,Finance,Mumbai,Online,Subscription,18,20581.71,11494.4,9087.31
INV000370,2025-10-11,CL0066,Gold,Technology,Hyderabad,Direct Sales,Hardware,9,13555.06,10919.47,2635.59
INV000371,2025-12-05,CL0077,Gold,Retail,Chennai,Direct Sales,Subscription,15,10561.22,6945.36,3615.86
INV000372,2025-08-13,CL0009,Silver,Healthcare,Chennai,Direct Sales,Services,14,23287.96,6270.08,17017.88
INV000373,2023-11-17,CL0241,Bronze,Technology,Chennai,Online,Subscription,11,5409.78,4683.0,726.78
INV000374,2023-05-19,CL0162,Silver,Technology,Hyderabad,Direct Sales,Subscription,12,18370.28,911.57,17458.71
INV000375,2024-09-05,CL0170,Gold,Finance,Hyderabad,Direct Sales,Subscription,5,2359.85,1012.2,1347.65
INV000376,2025-07-07,CL0232,Platinum,Finance,Hyderabad,Direct Sales,Subscription,9,5204.2,4290.62,913.58
INV000377,2025-09-30,CL0169,Gold,Healthcare,Delhi,Online,Subscription,8,8810.15,3007.88,5802.27
INV000378,2024-02-28,CL0079,Silver,Healthcare,Pune,Partner,Services,13,23891.64,7044.64,16847.0
INV000379,2024-07-25,CL0175,Bronze,Technology,Chennai,Online,Subscription,3,4460.9,590.35,3870.55
INV000380,2025-11-11,CL0014,Silver,Healthcare,Mumbai,Online,Software,13,3919.06,206.2,3712.86
INV000381,2023-05-13,CL0137,Gold,Retail,Bangalore,Online,Subscription,12,9241.79,5098.59,4143.2
INV000382,2023-02-25,CL0067,Platinum,Manufacturing,Mumbai,Partner,Software,16,4715.78,1391.06,3324.72
INV000383,2025-06-13,CL0167,Platinum,Healthcare,Hyderabad,Online,Services,20,14921.72,6749.91,8171.81
INV000384,2024-09-12,CL0151,Platinum,Manufacturing,Delhi,Online,Software,9,6698.79,1565.85,5132.94
INV000385,2023-02-03,CL0128,Silver,Finance,Delhi,Partner,Hardware,7,7420.58,1625.33,5795.25
INV000386,2024-10-11,CL0243,Bronze,Manufacturing,Hyderabad,Partner,Hardware,10,22375.06,10722.25,11652.81
INV000387,2023-01-23,CL0165,Silver,Finance,Hyderabad,Online,Hardware,10,4527.41,1157.92,3369.49
INV000388,2023-09-26,CL0141,Silver,Technology,Hyderabad,Partner,Hardware,11,7386.99,5706.07,1680.92
INV000389,2024-10-17,CL0026,Gold,Retail,Mumbai,Direct Sales,Hardware,11,11678.64,5820.88,5857.76
INV000390,2023-12-06,CL0186,Bronze,Technology,Bangalore,Online,Services,9,3108.51,1182.74,1925.77
INV000391,2024-06-13,CL0095,Platinum,Finance,Pune,Online,Subscription,5,5669.92,4922.24,747.68
INV000392,2023-04-14,CL0244,Gold,Finance,Delhi,Online,Hardware,20,23981.28,3563.11,20418.17
INV000393,2023-01-07,CL0066,Bronze,Finance,Pune,Direct Sales,Services,14,5654.2,950.69,4703.51
INV000394,2023-03-25,CL0152,Platinum,Retail,Delhi,Partner,Services,15,11543.6,4817.93,6725.67
INV000395,2023-07-18,CL0050,Bronze,Technology,Pune,Direct Sales,Software,12,6831.07,1368.12,5462.95
INV000396,2024-01-22,CL0135,Gold,Healthcare,Delhi,Online,Hardware,3,3885.48,2841.53,1043.95
INV000397,2024-01-24,CL0231,Gold,Technology,Bangalore,Partner,Services,11,24661.48,10466.86,14194.62
INV000398,2024-04-24,CL0197,Silver,Retail,Chennai,Online,Subscription,7,20976.08,4808.94,16167.14
INV000399,2024-06-28,CL0086,Bronze,Technology,Hyderabad,Direct Sales,Software,7,3020.46,2172.58,847.88
INV000400,2023-11-27,CL0067,Bronze,Retail,Bangalore,Online,Hardware,9,18204.86,9466.89,8737.97
INV000401,2025-10-10,CL0130,Gold,Healthcare,Pune,Direct Sales,Hardware,17,881.11,280.96,600.15
INV000402,2024-10-07,CL0235,Platinum,Technology,Pune,Partner,Hardware,15,2096.46,477.79,1618.67
INV000403,2023-11-23,CL0184,Gold,Manufacturing,Chennai,Direct Sales,Services,13,9480.87,4604.71,4876.16
INV000404,2025-08-02,CL0181,Bronze,Retail,Hyderabad,Online,Subscription,10,23334.37,8128.17,15206.2
INV000405,2024-08-14,CL0009,Silver,Technology,Hyderabad,Direct Sales,Hardware,17,3307.08,549.12,2757.96
INV000406,2024-11-20,CL0063,Bronze,Technology,Delhi,Partner,Software,6,19819.59,8208.1,11611.49
INV000407,2024-01-01,CL0114,Platinum,Healthcare,Pune,Partner,Hardware,5,14025.64,9424.37,4601.27
INV000408,2024-07-15,CL0211,Bronze,Healthcare,Hyderabad,Partner,Subscription,17,7811.07,4086.23,3724.84
INV000409,2024-09-15,CL0222,Gold,Retail,Mumbai,Partner,Subscription,2,19540.61,11682.51,7858.1
INV000410,2024-10-17,CL0243,Silver,Retail,Mumbai,Direct Sales,Hardware,7,19902.13,9244.71,10657.42
INV000411,2025-05-10,CL0099,Platinum,Healthcare,Bangalore,Online,Hardware,10,13840.32,1259.38,12580.94
INV000412,2024-07-31,CL0106,Silver,Retail,Bangalore,Direct Sales,Software,14,20682.57,4261.21,16421.36
INV000413,2025-11-10,CL0192,Platinum,Healthcare,Hyderabad,Partner,Services,20,4541.27,3848.93,692.34
INV000414,2023-09-21,CL0181,Gold,Finance,Mumbai,Direct Sales,Subscription,9,24733.57,8628.44,16105.13
INV000415,2023-05-09,CL0090,Gold,Technology,Pune,Online,Services,18,19195.37,284.31,18911.06
INV000416,2024-02-03,CL0199,Bronze,Manufacturing,Delhi,Direct Sales,Software,11,6678.27,2257.17,4421.1
INV000417,2025-01-22,CL0137,Silver,Retail,Hyderabad,Partner,Services,12,14017.29,11867.94,2149.35
INV000418,2024-02-10,CL0116,Gold,Manufacturing,Pune,Direct Sales,Services,20,18168.32,7096.03,11072.29
INV000419,2023-07-30,CL0070,Silver,Manufacturing,Pune,Direct Sales,Hardware,7,18407.66,454.55,17953.11
INV000420,2023-11-09,CL0247,Silver,Manufacturing,Chennai,Direct Sales,Services,18,7560.22,2703.95,4856.27
INV000421,2025-09-15,CL0075,Silver,Technology,Hyderabad,Partner,Subscription,18,18438.87,1223.05,17215.82
INV000422,2024-04-01,CL0211,Silver,Technology,Hyderabad,Online,Hardware,11,22683.58,14024.48,8659.1
INV000423,2023-01-05,CL0030,Gold,Finance,Mumbai,Direct Sales,Services,7,4369.72,378.71,3991.01
INV000424,2025-09-28,CL0201,Gold,Healthcare,Chennai,Online,Services,9,3563.94,1552.6,2011.34
INV000425,2025-03-29,CL0149,Silver,Healthcare,Chennai,Online,Software,11,9111.15,7282.88,1828.27
INV000426,2023-11-17,CL0083,Silver,Healthcare,Mumbai,Online,Hardware,11,11230.45,2966.13,8264.32
INV000427,2025-07-11,CL0070,Bronze,Technology,Bangalore,Partner,Software,7,18212.27,8859.7,9352.57
INV000428,2025-04-27,CL0096,Silver,Finance,Bangalore,Partner,Services,8,11151.98,325.9,10826.08
INV000429,2024-08-09,CL0110,Gold,Retail,Chennai,Partner,Subscription,15,16958.84,2865.49,14093.35
INV000430,2023-10-15,CL0234,Bronze,Retail,Chennai,Direct Sales,Subscription,9,17940.09,3529.65,14410.44
INV000431,2023-08-01,CL0104,Bronze,Healthcare,Hyderabad,Online,Software,11,2618.28,1343.32,1274.96
INV000432,2024-10-31,CL0039,Gold,Retail,Pune,Direct Sales,Software,20,4055.13,648.77,3406.36
INV000433,2023-02-02,CL0060,Gold,Healthcare,Hyderabad,Online,Software,6,13122.86,11012.32,2110.54
INV000434,2025-05-27,CL0161,Bronze,Finance,Chennai,Direct Sales,Hardware,18,4995.34,2286.08,2709.26
INV000435,2024-08-08,CL0081,Silver,Manufacturing,Bangalore,Online,Software,1,20205.87,3175.91,17029.96
INV000436,2024-01-19,CL0174,Gold,Finance,Chennai,Partner,Software,10,23579.5,9074.45,14505.05
INV000437,2023-04-17,CL0079,Silver,Finance,Pune,Partner,Software,20,20368.74,8304.31,12064.43
INV000438,2024-03-13,CL0101,Bronze,Finance,Delhi,Partner,Services,20,8960.2,2182.4,6777.8
INV000439,2025-09-11,CL0241,Gold,Healthcare,Delhi,Direct Sales,Services,3,7003.68,5825.12,1178.56
INV000440,2025-10-07,CL0050,Silver,Technology,Delhi,Partner,Hardware,5,17552.42,4077.17,13475.25
INV000441,2024-05-07,CL0072,Gold,Healthcare,Chennai,Direct Sales,Software,8,902.18,715.52,186.66
INV000442,2025-11-21,CL0062,Silver,Finance,Pune,Direct Sales,Subscription,14,5454.08,2398.78,3055.3
INV000443,2024-01-23,CL0088,Silver,Healthcare,Delhi,Partner,Services,17,13475.1,3460.78,10014.32
INV000444,2023-12-24,CL0121,Silver,Healthcare,Chennai,Online,Subscription,8,3941.07,2987.94,953.13
INV000445,2024-11-23,CL0203,Platinum,Technology,Mumbai,Online,Software,12,16846.73,13957.07,2889.66
INV000446,2023-07-28,CL0060,Platinum,Retail,Hyderabad,Online,Services,6,19280.77,3466.97,15813.8
INV000447,2024-08-14,CL0094,Silver,Retail,Pune,Direct Sales,Services,3,5965.07,974.44,4990.63
INV000448,2025-12-07,CL0093,Platinum,Healthcare,Hyderabad,Online,Hardware,12,3280.51,408.72,2871.79
INV000449,2023-07-24,CL0136,Silver,Finance,Mumbai,Direct Sales,Subscription,14,15939.26,8736.35,7202.91
INV000450,2025-07-29,CL0207,Platinum,Retail,Bangalore,Direct Sales,Software,15,9201.2,2208.88,6992.32
INV000451,2024-10-04,CL0137,Platinum,Healthcare,Hyderabad,Direct Sales,Software,11,3668.59,2993.51,675.08
INV000452,2024-11-04,CL0240,Silver,Technology,Chennai,Partner,Subscription,7,23022.87,13066.71,9956.16
INV000453,2025-04-15,CL0037,Gold,Manufacturing,Hyderabad,Direct Sales,Hardware,6,8169.14,2685.5,5483.64
INV000454,2025-08-26,CL0135,Platinum,Healthcare,Hyderabad,Online,Software,8,9632.94,8452.2,1180.74
INV000455,2024-10-16,CL0146,Silver,Technology,Mumbai,Partner,Software,15,15120.48,4065.12,11055.36
INV000456,2024-09-23,CL0242,Platinum,Retail,Pune,Online,Services,12,17665.65,9259.41,8406.24
INV000457,2025-03-30,CL0250,Gold,Retail,Hyderabad,Direct Sales,Hardware,11,13078.41,5216.94,7861.47
INV000458,2025-09-11,CL0064,Bronze,Finance,Chennai,Partner,Hardware,9,8181.62,3892.74,4288.88
INV000459,2025-01-03,CL0050,Bronze,Manufacturing,Delhi,Direct Sales,Hardware,5,19989.29,12026.52,7962.77
INV000460,2024-01-30,CL0132,Gold,Retail,Bangalore,Direct Sales,Services,1,23242.23,4263.08,18979.15
INV000461,2024-12-19,CL0223,Bronze,Technology,Hyderabad,Online,Hardware,11,9249.86,4327.42,4922.44
INV000462,2023-04-07,CL0170,Bronze,Retail,Hyderabad,Online,Services,6,22298.93,9595.91,12703.02
INV000463,2025-01-08,CL0087,Gold,Healthcare,Mumbai,Direct Sales,Subscription,3,11933.8,5172.35,6761.45
INV000464,2025-02-11,CL0096,Bronze,Retail,Chennai,Partner,Subscription,2,19093.13,11781.9,7311.23
INV000465,2023-11-18,CL0183,Silver,Retail,Delhi,Partner,Hardware,16,7477.82,2175.82,5302.0
INV000466,2025-05-26,CL0210,Gold,Technology,Mumbai,Partner,Services,3,8954.26,2484.78,6469.48
INV000467,2025-07-15,CL0222,Bronze,Healthcare,Hyderabad,Direct Sales,Services,4,6657.0,1581.62,5075.38
INV000468,2023-06-04,CL0016,Bronze,Healthcare,Delhi,Partner,Services,16,20371.76,4528.74,15843.02
INV000469,2025-02-13,CL0229,Gold,Healthcare,Hyderabad,Online,Software,13,16878.19,3985.23,12892.96
INV000470,2025-08-18,CL0110,Platinum,Healthcare,Bangalore,Online,Services,5,3604.09,1519.17,2084.92
INV000471,2024-10-03,CL0129,Gold,Healthcare,Hyderabad,Online,Software,14,21136.14,9048.36,12087.78
INV000472,2024-07-27,CL0182,Gold,Technology,Mumbai,Online,Hardware,16,23115.49,12537.19,10578.3
INV000473,2025-01-05,CL0136,Bronze,Technology,Mumbai,Partner,Services,15,21952.87,12271.25,9681.62
INV000474,2023-01-27,CL0020,Gold,Manufacturing,Pune,Direct Sales,Software,17,16158.04,2420.11,13737.93
INV000475,2025-06-26,CL0196,Gold,Finance,Bangalore,Online,Hardware,20,1837.38,1449.16,388.22
INV000476,2023-10-22,CL0036,Platinum,Finance,Delhi,Online,Software,12,16386.07,12653.33,3732.74
INV000477,2025-06-30,CL0039,Platinum,Manufacturing,Bangalore,Partner,Hardware,9,17907.94,2126.71,15781.23
INV000478,2024-03-06,CL0122,Platinum,Retail,Chennai,Partner,Software,7,5581.56,4083.13,1498.43
INV000479,2023-10-23,CL0060,Bronze,Technology,Pune,Online,Services,7,6766.19,2591.13,4175.06
INV000480,2023-02-28,CL0015,Gold,Retail,Pune,Online,Hardware,20,12388.19,3002.5,9385.69
INV000481,2023-04-04,CL0042,Bronze,Healthcare,Pune,Direct Sales,Subscription,12,10627.3,7028.26,3599.04
INV000482,2025-07-12,CL0120,Platinum,Technology,Bangalore,Direct Sales,Services,10,15027.17,3639.26,11387.91
INV000483,2024-05-08,CL0132,Gold,Technology,Hyderabad,Partner,Hardware,11,7120.36,854.89,6265.47
INV000484,2023-07-25,CL0029,Gold,Finance,Bangalore,Online,Hardware,19,1184.68,358.82,825.86
